Date,Day Name,Month,Year,Subways _Total _Ridership,Subways_%Prepandemic,Buses_Total_Ridership,Buses_%Prepandemic,AAR_Total_Ridership,AAR_%Prepandemic,Bridges&Tunnels_Total_Ridership,Bridges&Tunnels_%Prepandemic,LIRR_Total_Ridership,LIRR_%Prepandemic,MNR_Total_ Ridership,MNR_%Prepandemic,SIR_Total_ _Ridership,SIR_ %Prepandemic
8/30/2023,Wednesday,8,2023,3462970,67,1267435,63,29450,105,959898,99,230912,74,180304,66,6639,50
8/31/2023,Thursday,8,2023,3450532,67,1315113,65,29312,105,1017088,105,229477,73,176676,65,6537,49
9/1/2023,Friday,9,2023,3196284,55,1225370,53,28920,97,1025352,108,202450,62,152974,53,5372,31
9/2/2023,Saturday,9,2023,2307416,72,842591,60,18536,108,939962,98,132551,112,107230,70,2633,64
9/3/2023,Sunday,9,2023,2013506,79,692079,63,19598,114,939811,106,119566,121,90729,86,2185,75
9/4/2023,Monday,9,2023,1879819,74,686326,62,12292,72,856049,97,114475,115,87538,83,2188,75
9/5/2023,Tuesday,9,2023,3483755,60,1349438,58,29869,101,969997,102,239334,73,218899,76,6739,39
9/6/2023,Wednesday,9,2023,3712071,64,1395521,60,32290,109,963978,101,238477,73,211126,73,6909,40
9/7/2023,Thursday,9,2023,3867746,67,1441437,62,31704,107,981360,103,226937,69,206910,72,7044,41
9/8/2023,Friday,9,2023,3609701,63,1365283,59,30083,101,1015782,107,225125,69,183785,64,6257,37
9/9/2023,Saturday,9,2023,2425515,75,840378,60,17897,104,953082,100,125177,106,102373,67,2575,62
9/10/2023,Sunday,9,2023,1822230,72,626222,57,17916,104,870988,98,96835,98,81850,78,1623,55
9/11/2023,Monday,9,2023,3596538,62,1400268,60,29057,98,911493,96,213280,65,191592,66,7182,42
9/12/2023,Tuesday,9,2023,4014480,70,1519571,65,31779,107,955533,100,241196,74,221092,77,8031,47
9/13/2023,Wednesday,9,2023,3938516,68,1482320,64,31900,107,936338,98,229765,70,210001,73,7787,46
9/14/2023,Thursday,9,2023,4045169,70,1517040,65,32717,110,989072,104,232039,71,206374,72,7847,46
9/15/2023,Friday,9,2023,3694845,64,1398937,60,30957,104,1022344,107,225904,69,192398,67,6429,38
9/16/2023,Saturday,9,2023,2446139,76,881354,63,18923,110,972924,102,117997,100,115065,75,2864,69
9/17/2023,Sunday,9,2023,1988003,78,666392,60,18330,107,902993,102,107302,108,96229,92,2197,75
9/18/2023,Monday,9,2023,3539047,61,1294777,56,28341,95,876621,92,215151,66,192103,67,7010,41
9/19/2023,Tuesday,9,2023,4140301,72,1480863,64,31109,105,934708,98,241135,74,224426,78,8652,51
9/20/2023,Wednesday,9,2023,4179861,72,1478618,64,32181,108,958671,101,242203,74,219540,76,8671,51
9/21/2023,Thursday,9,2023,4139288,72,1478606,64,31455,106,978561,103,232409,71,211375,73,8554,50
9/22/2023,Friday,9,2023,3840412,67,1403811,60,30086,101,1020253,107,223821,68,194197,67,7175,42
9/23/2023,Saturday,9,2023,2116140,66,682092,49,15680,92,803480,84,96073,81,86985,57,2012,49
9/24/2023,Sunday,9,2023,1701656,67,562224,51,15255,89,742634,84,83669,84,75103,71,1863,64
9/25/2023,Monday,9,2023,2885921,50,1035021,45,24609,83,812779,85,194611,59,175651,61,5320,31
9/26/2023,Tuesday,9,2023,3946624,68,1393963,60,30558,103,909652,95,235620,72,214987,75,7655,45
9/27/2023,Wednesday,9,2023,4074930,71,1463309,63,32758,110,943929,99,232823,71,212978,74,7877,46
9/28/2023,Thursday,9,2023,4051444,70,1433729,62,31804,107,965165,101,227819,70,201304,70,7587,44
9/29/2023,Friday,9,2023,2467295,43,1053306,45,29054,98,826445,87,188008,57,128570,45,5183,30
9/30/2023,Saturday,9,2023,2205573,68,789587,56,16536,97,864863,91,104842,89,100703,66,1936,47
10/1/2023,Sunday,10,2023,1995361,81,669243,67,18586,101,898064,106,94222,103,92724,88,1984,53
10/2/2023,Monday,10,2023,3649389,63,1390842,62,28672,96,931216,100,208901,66,183892,63,7289,41
10/3/2023,Tuesday,10,2023,4008201,70,1471939,65,32295,108,937269,101,235305,75,214111,74,7953,45
10/4/2023,Wednesday,10,2023,4026878,70,1467384,65,33186,111,949285,102,231999,74,209399,72,7928,44
10/5/2023,Thursday,10,2023,4030304,70,1457151,65,32414,109,973371,105,233470,74,207356,71,7814,44
10/6/2023,Friday,10,2023,3639729,63,1325428,59,30643,103,1000568,108,225040,72,193065,66,6284,35
10/7/2023,Saturday,10,2023,2199478,66,720734,52,16919,96,842763,89,105975,93,95026,62,2010,44
10/8/2023,Sunday,10,2023,2044534,83,654443,65,18471,101,896319,106,98315,108,105952,101,2722,72
10/9/2023,Monday,10,2023,2833654,49,1023375,45,21655,73,905490,98,206491,66,189567,65,4576,26
10/10/2023,Tuesday,10,2023,3954925,69,1423532,63,31970,107,935467,101,239967,76,220445,76,8356,47
10/11/2023,Wednesday,10,2023,4056504,71,1451764,64,33382,112,950384,102,236033,75,214437,74,8630,48
10/12/2023,Thursday,10,2023,4104598,71,1436967,64,32865,110,988904,107,248974,79,215284,74,8255,46
10/13/2023,Friday,10,2023,3560964,62,1322576,59,31134,105,1002148,108,226873,72,193658,67,6429,36
10/14/2023,Saturday,10,2023,2219786,67,717223,52,17155,97,873287,92,110177,97,96158,63,2298,50
10/15/2023,Sunday,10,2023,2013096,82,689581,69,18455,100,911179,108,102493,113,100633,96,2148,57
10/16/2023,Monday,10,2023,3661144,64,1381665,61,29453,99,925864,100,228147,73,203627,70,7735,43
10/17/2023,Tuesday,10,2023,4021342,70,1439468,64,31921,107,944335,102,243917,78,222110,76,8354,47
10/18/2023,Wednesday,10,2023,4074460,71,1440292,64,33615,113,948559,102,236072,75,213952,74,8356,47
10/19/2023,Thursday,10,2023,4121563,72,1440111,64,32909,111,986310,106,234999,75,212946,73,8148,46
10/20/2023,Friday,10,2023,3616336,63,1232782,55,29766,100,961759,104,222385,71,192383,66,6272,35
10/21/2023,Saturday,10,2023,2438387,73,793917,57,17530,99,907106,96,113139,100,101963,67,2464,54
10/22/2023,Sunday,10,2023,1983271,81,678536,68,18954,103,928307,110,98471,108,93659,89,2021,54
10/23/2023,Monday,10,2023,3667240,64,1375311,61,29261,98,925334,100,221569,70,199199,68,7615,43
10/24/2023,Tuesday,10,2023,4040571,70,1431006,63,31757,107,932897,101,241544,77,218201,75,8176,46
10/25/2023,Wednesday,10,2023,4120011,72,1443766,64,32821,110,947018,102,237292,75,217420,75,8368,47
10/26/2023,Thursday,10,2023,4142420,72,1431016,63,32549,109,985290,106,242021,77,215171,74,8147,46
10/27/2023,Friday,10,2023,3853546,67,1348576,60,31164,105,1027312,111,229895,73,203068,70,6705,38
10/28/2023,Saturday,10,2023,2743759,82,874941,63,20126,114,1019478,108,124172,109,139276,91,2995,66
10/29/2023,Sunday,10,2023,1834459,75,589929,59,18145,99,871500,103,86843,95,80705,77,1766,47
10/30/2023,Monday,10,2023,3623778,63,1314380,58,29075,98,893690,96,225140,72,197550,68,7287,41
10/31/2023,Tuesday,10,2023,4016482,70,1334020,59,30712,103,873724,94,224816,72,203951,70,7789,44
11/1/2023,Wednesday,11,2023,4043524,72,1369637,63,32374,104,927384,98,226067,69,208249,73,8010,47
11/2/2023,Thursday,11,2023,4082807,72,1380510,63,32242,103,953269,101,231370,70,206350,72,7997,47
11/3/2023,Friday,11,2023,3808235,68,1307247,60,31816,102,980512,104,218703,67,193580,68,6755,40
11/4/2023,Saturday,11,2023,2588115,82,832986,63,19920,118,945189,104,122433,106,123922,82,2582,74
11/5/2023,Sunday,11,2023,2310457,92,614666,62,16889,90,791269,96,109258,116,109891,106,3407,111
11/6/2023,Monday,11,2023,3686141,65,1349481,62,30167,97,923453,98,225898,69,198934,70,7474,44
11/7/2023,Tuesday,11,2023,3655078,65,1270763,58,30843,99,891546,94,238656,73,215344,75,6785,40
11/8/2023,Wednesday,11,2023,4066029,72,1401268,64,33515,107,937630,99,238727,73,213738,75,8306,49
11/9/2023,Thursday,11,2023,4020939,71,1376822,63,32982,106,980310,104,235844,72,210130,73,7929,47
11/10/2023,Friday,11,2023,3611367,143,1250528,126,25506,135,974996,118,224512,237,200669,193,5596,182
11/11/2023,Saturday,11,2023,2588540,82,817146,62,18654,110,939492,103,122170,106,118398,78,2712,78
11/12/2023,Sunday,11,2023,1947270,77,642431,64,19187,102,891716,108,99171,105,91623,88,1958,64
11/13/2023,Monday,11,2023,3597029,64,1320693,60,30479,98,907109,96,225204,69,194691,68,7353,43
11/14/2023,Tuesday,11,2023,3991767,71,1382768,63,33027,106,921728,98,235487,72,214218,75,8271,49
11/15/2023,Wednesday,11,2023,4036442,72,1389217,63,34166,109,941983,100,235718,72,214486,75,8322,49
11/16/2023,Thursday,11,2023,4048862,72,1391273,64,34102,109,978274,104,235070,72,207671,73,8010,47
11/17/2023,Friday,11,2023,3741391,66,1303240,60,31496,101,999520,106,227909,69,201231,70,6792,40
11/18/2023,Saturday,11,2023,2477547,78,831053,63,19452,115,946515,104,124053,108,120273,80,2630,76
11/19/2023,Sunday,11,2023,1943926,77,657965,66,19835,105,867625,105,100792,107,100924,97,2058,67
11/20/2023,Monday,11,2023,3647283,65,1300978,59,30889,99,925548,98,228502,70,203599,71,7426,44
11/21/2023,Tuesday,11,2023,3774952,67,1254277,57,32139,103,977248,104,236079,72,213162,74,7467,44
11/22/2023,Wednesday,11,2023,3378351,60,1160847,53,28409,91,985528,104,254968,78,220030,77,6524,38
11/23/2023,Thursday,11,2023,1628385,65,471662,47,21741,115,898291,109,116969,124,107690,103,2257,74
11/24/2023,Friday,11,2023,2457591,97,807221,81,15381,82,818916,99,215833,228,197178,189,3718,121
11/25/2023,Saturday,11,2023,2123590,67,696466,53,14245,84,866561,95,124716,108,117682,78,2454,71
11/26/2023,Sunday,11,2023,1686490,67,566395,57,16900,90,864505,105,101486,107,95729,92,1834,60
11/27/2023,Monday,11,2023,3523494,63,1253990,57,29418,94,921303,98,228127,69,200017,70,7294,43
11/28/2023,Tuesday,11,2023,3916476,69,1279327,58,31716,102,914381,97,234794,72,216450,76,7835,46
11/29/2023,Wednesday,11,2023,4032882,72,1268990,58,32809,105,915384,97,234738,71,212929,74,7851,46
11/30/2023,Thursday,11,2023,4072271,72,1340370,61,32650,105,945909,100,236142,72,210592,74,7737,45
12/1/2023,Friday,12,2023,3723171,70,1226677,61,31284,107,947287,107,185151,59,164628,59,6432,41
12/2/2023,Saturday,12,2023,2748170,83,826725,65,19675,114,903346,102,126374,99,125483,80,2618,53
12/3/2023,Sunday,12,2023,1827959,72,553618,57,18450,103,778118,98,87340,82,76999,72,1633,48
12/4/2023,Monday,12,2023,3709458,69,1312507,66,30841,106,900224,102,223257,71,201080,72,7559,48
12/5/2023,Tuesday,12,2023,3991835,75,1346216,67,33235,114,914419,103,243329,77,224065,80,7964,51
12/6/2023,Wednesday,12,2023,4116059,77,1350594,67,33502,115,936802,106,230920,73,211076,76,7951,51
12/7/2023,Thursday,12,2023,4088438,77,1314833,66,32511,112,960536,108,231114,73,204586,73,7424,48
12/8/2023,Friday,12,2023,3863961,72,1261796,63,31875,109,972091,110,225208,71,198539,71,6435,41
12/9/2023,Saturday,12,2023,2922085,88,828894,65,20580,119,944411,107,156237,122,147745,94,3181,64
12/10/2023,Sunday,12,2023,1838048,72,539117,55,17542,98,779314,98,90884,85,82225,77,1648,49
12/11/2023,Monday,12,2023,3642743,68,1213923,61,29271,100,894318,101,219022,69,191110,69,6949,45
12/12/2023,Tuesday,12,2023,4051574,76,1309303,65,33458,115,935591,106,236348,75,219393,79,7655,49
12/13/2023,Wednesday,12,2023,4067457,76,1314167,66,34323,118,959767,108,238451,75,215546,77,7859,50
12/14/2023,Thursday,12,2023,4122091,77,1296909,65,33406,115,988876,112,236516,75,213415,77,7414,48
12/15/2023,Friday,12,2023,3845234,72,1246465,62,32517,112,1011336,114,235800,75,208572,75,6540,42
12/16/2023,Saturday,12,2023,2866544,86,814457,64,20483,119,972314,110,149340,117,149013,95,3085,62
12/17/2023,Sunday,12,2023,1954707,77,569005,58,18445,103,809015,102,96415,90,88502,82,1787,53
12/18/2023,Monday,12,2023,3314782,62,1082334,54,28309,97,809201,91,201289,64,174850,63,5381,34
12/19/2023,Tuesday,12,2023,3912934,73,1275002,64,32542,112,946648,107,244031,77,213625,77,7555,48
12/20/2023,Wednesday,12,2023,3838407,72,1245547,62,33205,114,964384,109,236060,75,206420,74,7363,47
12/21/2023,Thursday,12,2023,3675448,69,1200899,60,31713,109,976632,110,229252,73,199411,71,6860,44
12/22/2023,Friday,12,2023,3372318,63,1110555,55,29324,101,979372,111,231036,73,206169,74,5878,38
12/23/2023,Saturday,12,2023,2244175,68,708808,56,17627,102,876791,99,139904,109,130053,83,2700,54
12/24/2023,Sunday,12,2023,1657096,65,549448,56,20241,114,793031,100,92540,87,77874,72,1912,56
12/25/2023,Monday,12,2023,1273729,50,381879,39,14750,83,748318,94,80587,76,65350,61,1668,49
12/26/2023,Tuesday,12,2023,2668642,50,906670,45,20706,71,867072,98,219149,69,192910,69,5158,33
12/27/2023,Wednesday,12,2023,2912007,55,955890,48,25945,89,881140,99,220010,70,186541,67,5373,34
12/28/2023,Thursday,12,2023,3064841,57,969231,48,26462,91,887521,100,218546,69,193235,69,5395,35
12/29/2023,Friday,12,2023,3198885,60,1007697,50,26892,92,909062,103,237781,75,210361,75,5784,37
12/30/2023,Saturday,12,2023,2440211,74,720564,57,16983,99,833538,94,121688,95,121647,77,2780,56
12/31/2023,Sunday,12,2023,1934651,76,548344,56,20005,112,671873,84,99817,94,89554,83,2029,60
1/1/2024,Monday,1,2024,1648734,79,455965,50,9165,68,730489,107,82811,100,73957,82,2018,74
1/2/2024,Tuesday,1,2024,3290639,64,1091104,53,25961,92,829660,95,209680,69,184978,69,7107,43
1/3/2024,Wednesday,1,2024,3555082,69,1212761,59,31304,111,856822,99,217373,72,194441,72,7565,46
1/4/2024,Thursday,1,2024,3560703,69,1242971,61,31233,110,867791,100,212217,70,190588,71,7450,45
1/5/2024,Friday,1,2024,3263064,63,1185046,58,30480,108,886766,102,199441,66,173362,64,5963,36
1/6/2024,Saturday,1,2024,1942458,72,684686,57,15850,109,721283,94,92741,95,82890,64,2070,50
1/7/2024,Sunday,1,2024,1472438,70,502518,55,13723,102,566397,83,72971,88,57280,63,1533,56
1/8/2024,Monday,1,2024,3303727,64,1226783,60,28890,102,844853,97,208960,69,184150,68,7001,43
1/9/2024,Tuesday,1,2024,3353192,65,1135694,55,30430,108,780334,90,213699,71,188888,70,6944,42
1/10/2024,Wednesday,1,2024,3557166,69,1248493,61,31338,111,844710,97,217461,72,191221,71,7216,44
1/11/2024,Thursday,1,2024,3688916,72,1293940,63,32790,116,921166,106,229117,76,199799,74,7337,45
1/12/2024,Friday,1,2024,3365791,65,1228696,60,31096,110,930218,107,207670,69,182896,68,6286,38
1/13/2024,Saturday,1,2024,2167383,80,755670,63,17168,118,819900,107,101558,104,97439,75,2210,54
1/14/2024,Sunday,1,2024,1743556,83,588809,64,18588,138,750002,110,85521,103,78197,86,1745,64
1/15/2024,Monday,1,2024,2169917,104,783032,85,16502,122,816628,120,91887,111,80498,89,3017,110
1/16/2024,Tuesday,1,2024,3235935,63,1078860,53,29826,105,712714,82,205716,68,178389,66,5414,33
1/17/2024,Wednesday,1,2024,3616923,70,1193111,58,32054,113,863242,99,217173,72,199986,74,6891,42
1/18/2024,Thursday,1,2024,3655850,71,1235693,60,32318,114,896766,103,217911,72,197257,73,7014,43
1/19/2024,Friday,1,2024,3176408,62,1109408,54,27175,96,793429,91,191999,64,171490,64,5330,33
1/20/2024,Saturday,1,2024,2024041,75,677335,57,15487,107,758923,99,96128,99,82817,64,1926,47
1/21/2024,Sunday,1,2024,1576126,75,548497,60,17147,127,718777,105,78041,94,66955,74,1482,54
1/22/2024,Monday,1,2024,3305387,64,1210644,59,30092,106,841078,97,209302,69,185181,69,6558,40
1/23/2024,Tuesday,1,2024,3652488,71,1264199,62,33111,117,864670,100,233311,77,205300,76,7194,44
1/24/2024,Wednesday,1,2024,3666907,71,1247798,61,33082,117,867077,100,223928,74,201969,75,7027,43
1/25/2024,Thursday,1,2024,3681867,72,1256481,61,32517,115,890573,102,223766,74,199560,74,6845,42
1/26/2024,Friday,1,2024,3380816,66,1193175,58,31329,111,913609,105,213749,71,184511,69,5681,35
1/27/2024,Saturday,1,2024,2283244,84,801262,67,19099,132,853000,112,117555,121,102600,79,2409,59
1/28/2024,Sunday,1,2024,1549077,74,535857,58,17473,129,712530,104,75177,91,66794,74,1455,53
1/29/2024,Monday,1,2024,3297571,64,1211703,59,29367,104,838882,97,214890,71,187702,70,6755,41
1/30/2024,Tuesday,1,2024,3717520,72,1284597,63,32782,116,868230,100,230931,76,207896,77,7744,47
1/31/2024,Wednesday,1,2024,3808584,74,1325692,65,33417,118,882805,102,228148,76,204353,76,7651,47
2/1/2024,Thursday,2,2024,3814682,70,1337508,62,33540,114,911954,103,214275,71,189621,70,7465,46
2/2/2024,Friday,2,2024,3457807,64,1239617,58,32175,109,917639,104,200395,66,174044,65,6207,38
2/3/2024,Saturday,2,2024,2324038,81,808103,64,20070,123,845878,102,113576,121,102310,78,2357,55
2/4/2024,Sunday,2,2024,1742107,79,626299,64,20480,122,790429,105,86327,110,77083,85,1746,62
2/5/2024,Monday,2,2024,3481777,64,1297578,60,31372,107,855224,97,218879,72,190181,71,7053,44
2/6/2024,Tuesday,2,2024,3857533,71,1346868,63,33618,114,880296,100,233524,77,208252,77,7709,48
2/7/2024,Wednesday,2,2024,3900992,72,1341486,62,34799,118,896482,101,229426,76,202871,75,7655,47
2/8/2024,Thursday,2,2024,3903673,72,1350925,63,34386,117,937494,106,232069,77,198010,74,7442,46
2/9/2024,Friday,2,2024,3547321,65,1268268,59,32233,110,953705,108,218909,72,185475,69,6121,38
2/10/2024,Saturday,2,2024,2385448,83,795892,63,20462,126,876746,105,118074,126,99942,76,2596,61
2/11/2024,Sunday,2,2024,1774698,81,628400,64,20610,122,759996,101,83832,107,73614,81,1769,63
2/12/2024,Monday,2,2024,3374596,62,1254403,58,30323,103,888941,101,212628,70,185118,69,6132,38
2/13/2024,Tuesday,2,2024,2273584,42,724893,34,23271,79,480178,54,166803,55,134355,50,3641,23
2/14/2024,Wednesday,2,2024,3963628,73,1282121,60,32796,111,909016,103,230505,76,201686,75,7645,47
2/15/2024,Thursday,2,2024,3874860,71,1305830,61,33402,114,948001,107,228885,76,202704,75,7500,46
2/16/2024,Friday,2,2024,3504536,65,1225865,57,32442,110,962249,109,210552,70,186547,69,6269,39
2/17/2024,Saturday,2,2024,2178047,76,680638,54,17545,108,769698,93,95271,102,92423,71,2038,48
2/18/2024,Sunday,2,2024,1850840,84,604537,62,18975,113,794483,105,89877,115,81659,90,1720,61
2/19/2024,Monday,2,2024,2244741,102,842548,86,17585,104,814165,108,96569,124,85973,94,3007,107
2/20/2024,Tuesday,2,2024,3490990,64,1201850,56,32208,109,895208,101,233827,77,207099,77,7023,43
2/21/2024,Wednesday,2,2024,3591484,66,1222440,57,33590,114,892324,101,230058,76,201074,75,7112,44
2/22/2024,Thursday,2,2024,3588173,66,1212903,56,32702,111,924554,105,225465,74,195315,73,6674,41
2/23/2024,Friday,2,2024,3219121,59,1126271,52,30262,103,916874,104,208527,69,182348,68,5479,34
2/24/2024,Saturday,2,2024,2308808,80,788962,62,19456,120,866204,104,114816,123,98942,76,2407,56
2/25/2024,Sunday,2,2024,1740477,79,608010,62,19822,118,822624,109,88104,113,78248,86,1800,64
2/26/2024,Monday,2,2024,3439079,63,1275320,59,30867,105,873604,99,217914,72,187542,70,6969,43
2/27/2024,Tuesday,2,2024,3802458,70,1332209,62,33571,114,893537,101,233207,77,208042,77,7659,47
2/28/2024,Wednesday,2,2024,3784177,70,1290829,60,33664,114,889784,101,228110,75,199671,74,7428,46
2/29/2024,Thursday,2,2024,3905888,72,1334777,62,33637,114,957616,108,232010,77,204828,76,7295,45
3/1/2024,Friday,3,2024,3573658,64,1276428,57,33416,112,968878,105,181633,58,157348,57,6220,39
3/2/2024,Saturday,3,2024,2094029,68,689029,52,19380,114,823629,95,98266,91,85586,63,2084,41
3/3/2024,Sunday,3,2024,1961510,86,686787,69,21351,121,857039,106,93906,108,85095,90,1981,63
3/4/2024,Monday,3,2024,3539671,64,1319592,59,32231,108,887009,96,219565,70,188845,68,7229,45
3/5/2024,Tuesday,3,2024,3819514,69,1263377,56,34277,115,868487,94,236999,76,204515,74,7344,46
3/6/2024,Wednesday,3,2024,3865589,69,1273337,57,35207,118,890058,97,225080,72,198040,72,7555,47
3/7/2024,Thursday,3,2024,3893731,70,1334827,60,34235,115,941815,102,226926,72,197659,72,7414,46
3/8/2024,Friday,3,2024,3685219,66,1291469,58,34613,116,987695,107,226372,72,192899,70,6588,41
3/9/2024,Saturday,3,2024,2128635,69,747405,56,19661,116,857351,98,113368,105,97183,72,2174,43
3/10/2024,Sunday,3,2024,1803578,79,630566,63,20080,114,818114,101,90567,104,77768,82,1750,56
3/11/2024,Monday,3,2024,3497588,63,1270081,57,31600,106,869087,94,218755,70,188108,68,6854,43
3/12/2024,Tuesday,3,2024,3988438,72,1370319,61,34978,118,911441,99,239002,76,213584,77,7820,49
3/13/2024,Wednesday,3,2024,4024943,72,1377062,61,36469,123,937527,102,237603,76,212582,77,8100,51
3/14/2024,Thursday,3,2024,4049186,73,1368263,61,36111,121,970105,105,240124,77,211962,77,7658,48
3/15/2024,Friday,3,2024,3643013,65,1275542,57,33266,112,986807,107,227481,73,199285,72,6558,41
3/16/2024,Saturday,3,2024,2553056,83,838318,63,20796,123,924262,106,138156,128,129667,96,3108,61
3/17/2024,Sunday,3,2024,1972170,86,625861,63,20237,115,862748,107,103993,120,86964,92,2078,66
3/18/2024,Monday,3,2024,3482565,63,1296423,58,31905,107,895292,97,221451,71,190770,69,7072,44
3/19/2024,Tuesday,3,2024,3869116,69,1336910,60,34899,117,909501,99,242771,77,210028,76,7795,49
3/20/2024,Wednesday,3,2024,3886104,70,1334002,60,35998,121,927404,101,234446,75,206030,75,7700,48
3/21/2024,Thursday,3,2024,3862248,69,1317112,59,35097,118,947309,103,228782,73,200037,73,7292,46
3/22/2024,Friday,3,2024,3581959,64,1251225,56,33549,113,975518,106,225175,72,187489,68,6299,39
3/23/2024,Saturday,3,2024,1863863,61,587004,44,17633,104,733638,84,95770,89,77331,57,1766,35
3/24/2024,Sunday,3,2024,1912946,83,653413,66,22334,127,861573,107,95973,111,80451,85,1890,60
3/25/2024,Monday,3,2024,3583716,64,1281676,57,31947,107,902281,98,224068,71,192720,70,7032,44
3/26/2024,Tuesday,3,2024,3969793,71,1355991,60,34874,117,914666,99,239790,77,211566,77,7754,49
3/27/2024,Wednesday,3,2024,4014011,72,1342695,60,35627,120,943920,102,241268,77,207744,75,7628,48
3/28/2024,Thursday,3,2024,3910547,70,1223847,55,34416,116,954143,104,239840,77,200583,73,6780,42
3/29/2024,Friday,3,2024,3372535,61,1096254,49,30293,102,966343,105,241583,77,198343,72,5092,32
3/30/2024,Saturday,3,2024,2526569,82,801723,60,19891,117,906427,104,135355,125,111061,82,2748,54
3/31/2024,Sunday,3,2024,1936295,84,606411,61,23316,132,933446,116,121273,140,98458,104,2096,67
4/1/2024,Monday,4,2024,3321989,60,1168598,53,30083,104,917643,98,208291,67,180107,63,6053,37
4/2/2024,Tuesday,4,2024,3900061,70,1247638,57,34415,119,889922,95,234615,76,206753,72,7289,45
4/3/2024,Wednesday,4,2024,3890305,70,1162660,53,34971,121,851814,91,222764,72,195001,68,6815,42
4/4/2024,Thursday,4,2024,4100733,74,1339531,61,34712,120,957042,102,232730,75,201745,70,7180,44
4/5/2024,Friday,4,2024,3800800,68,1263607,58,34503,119,981699,104,225107,73,202580,71,6309,39
4/6/2024,Saturday,4,2024,2477127,78,822825,62,21444,129,928096,102,128106,112,117095,79,2555,50
4/7/2024,Sunday,4,2024,1899641,78,651153,66,21759,117,875089,101,101624,111,94103,91,2033,62
4/8/2024,Monday,4,2024,3506719,63,1258402,58,31777,110,879783,93,220359,71,194106,68,6873,42
4/9/2024,Tuesday,4,2024,4042674,72,1366571,63,36151,125,965630,103,251964,81,228390,80,7937,49
4/10/2024,Wednesday,4,2024,3791945,68,1245909,57,35534,123,946464,101,235585,76,216591,75,7115,44
4/11/2024,Thursday,4,2024,4000485,72,1315916,60,35354,122,963140,102,241215,78,205013,71,7326,45
4/12/2024,Friday,4,2024,3668439,66,1240823,57,33701,116,979494,104,225168,73,191755,67,6265,39
4/13/2024,Saturday,4,2024,2535112,80,824356,62,21606,130,930759,102,120351,105,110542,74,2609,51
4/14/2024,Sunday,4,2024,2068885,85,664358,67,21766,117,897470,104,103711,113,93633,91,2145,66
4/15/2024,Monday,4,2024,3704177,66,1319005,60,32975,114,933433,99,233386,75,203835,71,7374,45
4/16/2024,Tuesday,4,2024,4033514,72,1370151,63,35869,124,941739,100,243835,79,220030,77,8017,49
4/17/2024,Wednesday,4,2024,4021256,72,1347870,62,35970,124,942089,100,243323,78,214829,75,7805,48
4/18/2024,Thursday,4,2024,3966226,71,1303010,60,34816,120,955479,102,230634,74,203859,71,7271,45
4/19/2024,Friday,4,2024,3705782,66,1278086,58,33749,117,1000275,106,223518,72,205809,72,6252,39
4/20/2024,Saturday,4,2024,2537525,80,830016,62,21228,127,949195,104,125999,110,123804,83,2793,55
4/21/2024,Sunday,4,2024,1918237,79,651681,66,20807,111,873632,101,101817,111,98834,96,2017,62
4/22/2024,Monday,4,2024,3219677,58,1146285,52,29919,103,902943,96,229680,74,206229,72,6171,38
4/23/2024,Tuesday,4,2024,3522218,63,1176798,54,31727,110,869972,92,238274,77,221191,77,7063,44
4/24/2024,Wednesday,4,2024,3608010,65,1180243,54,32658,113,880348,94,233010,75,215927,75,6847,42
4/25/2024,Thursday,4,2024,3723894,67,1191480,55,32999,114,962228,102,242243,78,217219,76,6820,42
4/26/2024,Friday,4,2024,3431590,62,1143792,52,31859,110,955900,102,229885,74,198590,69,5647,35
4/27/2024,Saturday,4,2024,2506779,79,801494,60,20591,123,911900,100,123192,108,109447,73,2479,48
4/28/2024,Sunday,4,2024,2084950,86,649572,65,21057,113,881076,102,100214,109,91619,89,1965,60
4/29/2024,Monday,4,2024,3323706,60,1161990,53,30504,105,866723,92,225362,73,201385,70,6385,39
4/30/2024,Tuesday,4,2024,3638986,65,1193514,55,32717,113,872347,93,240862,78,218592,76,6886,42
5/1/2024,Wednesday,5,2024,4032791,71,1350660,59,35701,121,954842,99,230682,72,205030,72,7757,45
5/2/2024,Thursday,5,2024,4061242,71,1349838,59,36244,123,980830,102,235003,74,210951,74,7475,43
5/3/2024,Friday,5,2024,3780888,66,1285012,56,34860,119,1004571,104,226880,71,204190,71,6516,37
5/4/2024,Saturday,5,2024,2563658,80,849249,61,22523,130,951334,99,123516,104,122719,81,2769,57
5/5/2024,Sunday,5,2024,1889174,79,578132,60,20709,122,819681,96,99491,102,87988,85,2571,73
5/6/2024,Monday,5,2024,3652105,64,1295794,57,33424,114,930298,97,229643,72,200506,70,6869,39
5/7/2024,Tuesday,5,2024,4098321,72,1375535,60,36309,123,954763,99,250953,79,227303,79,7966,46
5/8/2024,Wednesday,5,2024,4087477,71,1350511,59,36981,126,969162,101,244202,76,221059,77,7623,44
5/9/2024,Thursday,5,2024,4086528,71,1354139,60,35927,122,999321,104,247959,78,218370,76,7344,42
5/10/2024,Friday,5,2024,3677268,64,1212090,53,34539,117,1001911,104,228020,71,195091,68,5894,34
5/11/2024,Saturday,5,2024,2648580,83,845713,61,22810,132,1004157,105,134051,113,117308,78,3078,63
