Date,Day Name,Month,Year,Subways _Total _Ridership,Subways_%Prepandemic,Buses_Total_Ridership,Buses_%Prepandemic,AAR_Total_Ridership,AAR_%Prepandemic,Bridges&Tunnels_Total_Ridership,Bridges&Tunnels_%Prepandemic,LIRR_Total_Ridership,LIRR_%Prepandemic,MNR_Total_ Ridership,MNR_%Prepandemic,SIR_Total_ _Ridership,SIR_ %Prepandemic
7/21/2021,Wednesday,7,2021,2504568,47,1225595,59,22865,81,914902,95,121530,38,104862,37,4934,36
7/22/2021,Thursday,7,2021,2582151,49,1279778,62,23122,82,963493,100,127275,40,102275,36,5187,38
7/23/2021,Friday,7,2021,2552330,48,1219255,59,22314,79,985198,102,130474,41,101070,36,4713,34
7/24/2021,Saturday,7,2021,1852402,66,856250,63,14042,88,950568,103,84852,66,68579,44,0,0
7/25/2021,Sunday,7,2021,1364830,58,625645,57,11419,69,864361,98,66417,63,53090,50,0,0
7/26/2021,Monday,7,2021,2318455,44,1219135,59,19910,70,907205,94,129875,41,101260,36,4714,34
7/27/2021,Tuesday,7,2021,2487947,47,1267804,61,22609,80,918908,96,128262,41,102950,36,5132,37
7/28/2021,Wednesday,7,2021,2534756,48,1276296,62,23145,82,932094,97,126767,40,99976,35,5004,36
7/29/2021,Thursday,7,2021,2428764,46,1186642,57,22164,78,918380,96,120318,38,94716,33,4743,34
7/30/2021,Friday,7,2021,2557677,48,1235623,60,22127,78,988596,103,131905,42,103531,37,4812,35
7/31/2021,Saturday,7,2021,1841007,65,857333,64,13932,88,953445,103,85371,67,67121,43,0,0
8/1/2021,Sunday,8,2021,1351294,57,629963,57,11627,65,869092,94,66030,63,51978,50,0,0
8/2/2021,Monday,8,2021,2333923,45,1208484,60,19824,71,903514,93,126151,40,102349,38,4799,36
8/3/2021,Tuesday,8,2021,2483802,48,1262043,63,22828,82,904753,93,123949,40,103249,38,5262,39
8/4/2021,Wednesday,8,2021,2529002,49,1257876,62,23611,85,921068,95,123700,40,99332,36,5016,37
8/5/2021,Thursday,8,2021,2529190,49,1259332,62,22610,81,956306,98,119999,38,98290,36,5097,38
8/6/2021,Friday,8,2021,2519444,49,1222343,61,22179,79,979833,101,123238,39,101218,37,4500,34
8/7/2021,Saturday,8,2021,1780458,61,836715,61,14108,85,923751,96,76835,58,67267,44,0,0
8/8/2021,Sunday,8,2021,1333885,56,598574,54,11934,66,843489,92,61066,59,54265,52,0,0
8/9/2021,Monday,8,2021,2289434,45,1183050,59,20540,74,891525,92,109865,35,95599,35,4845,36
8/10/2021,Tuesday,8,2021,2442194,48,1245670,62,23079,83,905508,93,122544,39,95330,35,5037,38
8/11/2021,Wednesday,8,2021,2475949,48,1246306,62,23338,84,931264,96,119708,38,94737,35,4928,37
8/12/2021,Thursday,8,2021,2448589,48,1223666,61,22427,80,965578,99,119717,38,90818,33,4764,36
8/13/2021,Friday,8,2021,2430102,47,1189426,59,21336,76,973883,100,123849,40,91861,34,4522,34
8/14/2021,Saturday,8,2021,1718222,58,811826,59,13157,79,904780,94,75664,57,57650,38,0,0
8/15/2021,Sunday,8,2021,1430620,60,661705,60,12395,69,918288,100,72983,70,54362,52,0,0
8/16/2021,Monday,8,2021,2287627,45,1170216,58,20087,72,910779,94,123942,40,100258,37,4769,36
8/17/2021,Tuesday,8,2021,2427611,47,1209633,60,22245,80,909180,94,120737,39,103616,38,5081,38
8/18/2021,Wednesday,8,2021,2445638,48,1210760,60,22715,81,917872,94,117216,37,97853,36,4878,36
8/19/2021,Thursday,8,2021,2439624,47,1194375,59,21838,78,939085,97,117409,38,93036,34,4871,36
8/20/2021,Friday,8,2021,2456334,48,1183308,59,21451,77,969814,100,124627,40,99533,36,4590,34
8/21/2021,Saturday,8,2021,1715030,58,822340,60,13046,78,941331,98,72843,55,61997,41,1409,30
8/22/2021,Sunday,8,2021,745240,31,369246,33,7979,44,489334,53,27528,26,16121,16,560,16
8/23/2021,Monday,8,2021,2052669,40,1032792,51,18809,67,821654,85,110003,35,84223,31,4062,30
8/24/2021,Tuesday,8,2021,2462365,48,1234884,61,22679,81,942935,97,130591,42,98325,36,5041,38
8/25/2021,Wednesday,8,2021,2498255,49,1236342,61,23351,84,957036,98,127392,41,93307,34,5165,39
8/26/2021,Thursday,8,2021,2480137,48,1222996,61,22068,79,950534,98,122067,39,91039,33,4995,37
8/27/2021,Friday,8,2021,2388210,46,1147249,57,21211,76,973335,100,119665,38,90532,33,4392,33
8/28/2021,Saturday,8,2021,1659434,56,776489,56,12760,77,890293,93,68988,52,56208,37,1661,35
8/29/2021,Sunday,8,2021,1398566,59,630281,57,11558,64,890505,97,68832,66,54068,52,2076,58
8/30/2021,Monday,8,2021,2321000,45,1182908,59,19224,69,911105,94,131574,42,97092,36,4695,35
8/31/2021,Tuesday,8,2021,2532584,49,1246463,62,22724,81,936181,96,133641,43,99949,37,5390,40
9/1/2021,Wednesday,9,2021,2294448,40,1086148,47,20878,70,811053,85,118437,36,90598,31,4551,27
9/2/2021,Thursday,9,2021,1661558,29,1188941,51,21179,71,851145,89,105647,32,37898,13,2620,15
9/3/2021,Friday,9,2021,2390392,41,1221668,53,22585,76,1014806,107,139807,43,97937,34,4450,26
9/4/2021,Saturday,9,2021,1777639,55,834456,59,13382,78,927358,97,84764,72,57137,37,2104,51
9/5/2021,Sunday,9,2021,1415352,56,618622,56,11931,69,832200,94,71004,72,45169,43,1541,53
9/6/2021,Monday,9,2021,1521388,60,733947,67,10077,59,812884,92,77906,79,51338,49,1966,67
9/7/2021,Tuesday,9,2021,2233674,39,1102372,47,21143,71,902400,95,137623,42,113742,39,4795,28
9/8/2021,Wednesday,9,2021,2529619,44,1192895,51,22354,75,896020,94,135722,41,110925,38,5228,31
9/9/2021,Thursday,9,2021,2702713,47,1249341,54,23653,80,911040,96,139547,43,111708,39,5378,31
9/10/2021,Friday,9,2021,2840443,49,1322430,57,23037,78,995486,105,150895,46,113495,39,5377,31
9/11/2021,Saturday,9,2021,1983091,62,870791,62,13070,76,917704,96,82235,69,65329,43,2182,53
9/12/2021,Sunday,9,2021,1589976,62,694561,63,12239,71,899864,102,77028,78,58979,56,1679,57
9/13/2021,Monday,9,2021,2852796,49,1441516,62,21898,74,914827,96,147829,45,122504,42,6133,36
9/14/2021,Tuesday,9,2021,3011275,52,1511145,65,23132,78,908024,95,144904,44,120532,42,6672,39
9/15/2021,Wednesday,9,2021,2987334,52,1503627,65,23966,81,904733,95,139927,43,116413,40,6410,38
9/16/2021,Thursday,9,2021,2534545,44,1210069,52,20826,70,864413,91,127995,39,107680,37,5308,31
9/17/2021,Friday,9,2021,3028545,52,1456201,63,23282,78,982085,103,142120,43,119349,41,6131,36
9/18/2021,Saturday,9,2021,2014848,63,871175,62,14054,82,949178,99,77267,65,76288,50,2582,62
9/19/2021,Sunday,9,2021,1596823,63,674024,61,12612,73,914623,103,69397,70,64139,61,1897,65
9/20/2021,Monday,9,2021,2883211,50,1481676,64,21889,74,895109,94,148068,45,122101,42,6548,38
9/21/2021,Tuesday,9,2021,3018312,52,1505803,65,22399,75,860050,90,142672,44,123923,43,6998,41
9/22/2021,Wednesday,9,2021,3021113,52,1506211,65,23157,78,872883,92,139853,43,120056,42,6812,40
9/23/2021,Thursday,9,2021,3016106,52,1483075,64,23031,78,915198,96,140127,43,115473,40,6724,39
9/24/2021,Friday,9,2021,3121747,54,1469705,63,21941,74,986694,104,142827,44,116730,40,6294,37
9/25/2021,Saturday,9,2021,2129492,66,872490,62,13909,81,953628,100,88460,75,81282,53,2719,66
9/26/2021,Sunday,9,2021,1614677,63,657257,60,12034,70,895286,101,80069,81,64937,62,2238,77
9/27/2021,Monday,9,2021,2873368,50,1489441,64,21209,71,881116,93,146154,45,121534,42,6715,39
9/28/2021,Tuesday,9,2021,2927715,51,1457421,63,21727,73,831192,87,141188,43,118253,41,6827,40
9/29/2021,Wednesday,9,2021,3063720,53,1513184,65,23323,79,886785,93,137483,42,120032,42,6789,40
9/30/2021,Thursday,9,2021,3146861,55,1516081,65,23555,79,953501,100,144838,44,121842,42,7104,42
10/1/2021,Friday,10,2021,3162881,55,1492942,66,23098,78,985786,106,140003,45,116182,40,6325,35
10/2/2021,Saturday,10,2021,2063660,62,883902,63,14145,80,923455,98,86563,76,80946,53,2562,56
10/3/2021,Sunday,10,2021,1575738,64,673253,67,12936,70,887540,105,74851,82,66758,63,1904,50
10/4/2021,Monday,10,2021,2864349,50,1419155,63,21794,73,871945,94,152598,49,121256,42,6591,37
10/5/2021,Tuesday,10,2021,3091160,54,1499767,67,23644,79,887129,96,150226,48,124670,43,7027,39
10/6/2021,Wednesday,10,2021,3140986,55,1532668,68,24677,83,913993,98,149640,48,123097,42,6972,39
10/7/2021,Thursday,10,2021,3190747,56,1523168,68,24571,83,951212,102,150072,48,121407,42,7298,41
10/8/2021,Friday,10,2021,3168473,55,1473912,65,23356,78,1001210,108,153755,49,123609,43,6660,37
10/9/2021,Saturday,10,2021,2052699,62,856308,62,13634,77,919384,97,84631,75,81969,54,47,1
10/10/2021,Sunday,10,2021,1499385,61,601821,60,11794,64,806025,95,65636,72,59049,56,166,4
10/11/2021,Monday,10,2021,2263615,39,1045865,46,16917,57,878443,95,131714,42,114458,39,3883,22
10/12/2021,Tuesday,10,2021,3102879,54,1514608,67,23848,80,910639,98,154602,49,128194,44,7292,41
10/13/2021,Wednesday,10,2021,3157457,55,1511356,67,24396,82,907632,98,151319,48,124790,43,7198,40
10/14/2021,Thursday,10,2021,3240686,56,1527543,68,24144,81,952876,103,154572,49,126815,44,7386,41
10/15/2021,Friday,10,2021,3227068,56,1491099,66,23251,78,990940,107,150932,48,124654,43,6786,38
10/16/2021,Saturday,10,2021,2042027,61,856990,62,13307,75,896392,95,83415,74,74913,49,2369,52
10/17/2021,Sunday,10,2021,1629991,66,663944,66,12564,68,891527,106,74826,82,69729,66,1853,49
10/18/2021,Monday,10,2021,2982883,52,1461843,65,21454,72,889996,96,153681,49,127381,44,6810,38
10/19/2021,Tuesday,10,2021,3178208,55,1510722,67,23403,79,899389,97,153382,49,129993,45,7250,41
10/20/2021,Wednesday,10,2021,3234327,56,1525608,68,24474,82,916246,99,155242,49,131127,45,7148,40
10/21/2021,Thursday,10,2021,3267697,57,1476434,65,24007,81,948652,102,149850,48,127259,44,7498,42
10/22/2021,Friday,10,2021,3225816,56,1471199,65,22843,77,986548,106,145810,46,126554,44,6297,35
10/23/2021,Saturday,10,2021,2077488,62,847596,61,13556,77,914737,97,74720,66,82865,54,2243,49
10/24/2021,Sunday,10,2021,1599927,65,659283,66,12314,67,883371,105,69611,76,68154,65,1908,51
10/25/2021,Monday,10,2021,2994936,52,1461023,65,21724,73,883887,95,158330,50,125755,43,7026,39
10/26/2021,Tuesday,10,2021,2702635,47,1233660,55,21220,71,738636,80,130109,41,104517,36,5278,30
10/27/2021,Wednesday,10,2021,3300580,57,1503535,67,24144,81,914494,99,155865,50,129881,45,7054,40
10/28/2021,Thursday,10,2021,3365971,59,1515489,67,24814,83,959835,103,159574,51,132170,45,7605,43
10/29/2021,Friday,10,2021,3251779,57,1426938,63,22477,75,963442,104,153317,49,122632,42,6597,37
10/30/2021,Saturday,10,2021,2044310,61,819620,59,12642,72,854656,90,76471,67,69281,45,2177,48
10/31/2021,Sunday,10,2021,1746769,71,656203,66,12233,67,824978,98,68674,75,66300,63,1910,51
11/1/2021,Monday,11,2021,3034306,54,1448304,66,21387,69,898451,95,158356,48,131251,46,6783,40
11/2/2021,Tuesday,11,2021,2848222,51,1258180,57,22016,71,853432,90,147832,45,129297,45,5679,33
11/3/2021,Wednesday,11,2021,3293732,58,1507287,69,23349,75,901230,96,154203,47,130954,46,7371,43
11/4/2021,Thursday,11,2021,3284315,58,1486942,68,24009,77,931012,99,151353,46,126533,44,7210,42
11/5/2021,Friday,11,2021,3293438,58,1457014,67,23009,74,966007,102,150227,46,121824,43,6769,40
11/6/2021,Saturday,11,2021,2195864,69,864499,66,13672,81,910587,100,84943,74,80784,53,2410,70
11/7/2021,Sunday,11,2021,1888985,75,614513,62,10647,57,780686,95,81181,86,72175,69,2978,97
11/8/2021,Monday,11,2021,3065533,54,1461178,67,22136,71,889544,94,159723,49,131127,46,6921,41
11/9/2021,Tuesday,11,2021,3279457,58,1518264,69,24504,78,898518,95,157181,48,134070,47,7677,45
11/10/2021,Wednesday,11,2021,3351992,59,1514453,69,24608,79,926005,98,159254,48,134400,47,7445,44
11/11/2021,Thursday,11,2021,2922235,116,1198235,120,19846,105,895643,109,143386,152,122940,118,5493,179
11/12/2021,Friday,11,2021,3158682,56,1350608,62,21598,69,919941,98,141671,43,117650,41,6082,36
11/13/2021,Saturday,11,2021,2169863,69,815114,62,13124,77,869112,96,80829,70,74296,49,2286,66
11/14/2021,Sunday,11,2021,1703136,68,657129,66,12460,66,858311,104,72488,77,62856,60,1772,58
11/15/2021,Monday,11,2021,3110969,55,1437414,66,22208,71,890524,94,160952,49,132234,46,6792,40
11/16/2021,Tuesday,11,2021,3340844,59,1492110,68,23694,76,902386,96,161362,49,137235,48,7472,44
11/17/2021,Wednesday,11,2021,3369069,60,1501740,69,24396,78,915266,97,158372,48,131113,46,7453,44
11/18/2021,Thursday,11,2021,3412249,61,1505488,69,24071,77,959226,102,157433,48,132632,46,7511,44
11/19/2021,Friday,11,2021,3316999,59,1429787,65,22662,73,987149,105,151795,46,127093,44,6842,40
11/20/2021,Saturday,11,2021,2135731,68,861772,65,13195,78,915131,101,94412,82,82894,55,2367,68
11/21/2021,Sunday,11,2021,1674206,66,674551,68,12774,68,841901,102,80467,85,66859,64,1827,60
11/22/2021,Monday,11,2021,3130363,56,1418226,65,21441,69,901942,96,156874,48,127776,45,6896,41
11/23/2021,Tuesday,11,2021,3286591,58,1424890,65,22574,72,989345,105,162241,49,136562,48,7194,42
11/24/2021,Wednesday,11,2021,3085289,55,1343391,61,21002,67,992568,105,165349,50,139391,49,6589,39
11/25/2021,Thursday,11,2021,1357198,54,509782,51,15459,82,861084,105,125417,133,69945,67,1990,65
11/26/2021,Friday,11,2021,2089772,83,843588,85,11077,59,789915,96,128452,136,108747,104,3205,104
11/27/2021,Saturday,11,2021,1880422,60,750986,57,10620,63,850980,94,83676,73,76112,50,2216,64
11/28/2021,Sunday,11,2021,1465745,58,592081,59,10481,56,825585,100,75197,80,65128,63,1669,54
11/29/2021,Monday,11,2021,2996015,53,1381661,63,21124,68,900399,95,166154,51,132498,46,6692,39
11/30/2021,Tuesday,11,2021,3207209,57,1432539,65,22469,72,897216,95,166738,51,136630,48,7124,42
12/1/2021,Wednesday,12,2021,3326469,62,1463384,73,23347,80,899319,102,163163,52,136126,49,7266,47
12/2/2021,Thursday,12,2021,3358843,63,1449142,72,22540,77,923179,104,154723,49,127508,46,7290,47
12/3/2021,Friday,12,2021,3374097,63,1419078,71,22518,77,940827,106,144500,46,119424,43,6442,41
12/4/2021,Saturday,12,2021,2318147,70,864764,68,13317,77,864918,98,91477,71,81392,52,56,1
12/5/2021,Sunday,12,2021,1737352,68,665129,68,12541,70,818544,103,72716,68,60526,56,193,6
12/6/2021,Monday,12,2021,3135869,59,1394230,70,21761,75,865595,98,154970,49,127260,46,6687,43
12/7/2021,Tuesday,12,2021,3367790,63,1453136,73,23262,80,883027,100,153749,49,131033,47,7367,47
12/8/2021,Wednesday,12,2021,3378727,63,1430106,71,22691,78,889409,100,156218,49,130222,47,6948,45
12/9/2021,Thursday,12,2021,3433600,64,1436883,72,22743,78,927903,105,154367,49,126159,45,7222,46
12/10/2021,Friday,12,2021,3417451,64,1404176,70,22237,76,962125,109,152524,48,127711,46,6331,41
12/11/2021,Saturday,12,2021,2266265,68,786137,62,13396,78,863814,98,91894,72,81068,52,2291,46
12/12/2021,Sunday,12,2021,1829872,72,627007,64,12189,68,828121,104,80874,76,66471,62,1833,54
12/13/2021,Monday,12,2021,3120850,58,1333718,67,21617,74,874293,99,153387,49,129698,46,6769,43
12/14/2021,Tuesday,12,2021,3274170,61,1378221,69,23042,79,894669,101,154939,49,131812,47,7124,46
12/15/2021,Wednesday,12,2021,3242168,61,1436154,72,23732,81,921048,104,153128,48,129761,47,6908,44
12/16/2021,Thursday,12,2021,3219799,60,1438193,72,23623,81,948535,107,152710,48,126131,45,7043,45
12/17/2021,Friday,12,2021,3112088,58,1375383,69,22539,77,968689,109,146111,46,121037,43,6404,41
12/18/2021,Saturday,12,2021,1880969,57,786073,62,12312,71,832994,94,74306,58,66097,42,1987,40
12/19/2021,Sunday,12,2021,1579809,62,636393,65,12238,69,784051,98,65698,62,56292,52,1694,50
12/20/2021,Monday,12,2021,2716451,51,1277654,64,20318,70,856849,97,132078,42,102695,37,5979,38
12/21/2021,Tuesday,12,2021,2697325,51,1299476,65,21656,74,866595,98,124376,39,97141,35,5772,37
12/22/2021,Wednesday,12,2021,2634565,49,1252621,63,21673,74,878197,99,117678,37,92941,33,5594,36
12/23/2021,Thursday,12,2021,2486489,47,1166953,58,19335,66,899513,102,118388,37,97238,35,5000,32
12/24/2021,Friday,12,2021,1575449,62,746809,76,12009,67,738612,93,97408,91,81055,75,2289,67
12/25/2021,Saturday,12,2021,810937,24,329549,26,9021,52,582582,66,39466,31,31575,20,1008,20
12/26/2021,Sunday,12,2021,1284738,51,518897,53,8744,49,673477,85,56467,53,51478,48,1746,51
12/27/2021,Monday,12,2021,2007649,38,890096,44,14952,51,744547,84,108463,34,89427,32,4026,26
12/28/2021,Tuesday,12,2021,2168419,41,953933,48,16736,57,764364,86,109904,35,89719,32,4372,28
12/29/2021,Wednesday,12,2021,2167077,41,921562,46,16859,58,768653,87,105898,34,92605,33,3996,26
12/30/2021,Thursday,12,2021,2198415,41,928012,46,16177,55,804654,91,110101,35,90827,33,3944,25
12/31/2021,Friday,12,2021,1627589,64,699749,71,11498,64,628305,79,96699,91,85232,79,2270,67
1/1/2022,Saturday,1,2022,1027918,38,350845,29,4904,34,498515,65,33980,35,30341,23,1262,31
1/2/2022,Sunday,1,2022,1219735,58,475096,52,8383,62,624655,92,49155,59,42587,47,1571,57
1/3/2022,Monday,1,2022,2168229,42,1000002,49,16437,58,692740,80,102961,34,83990,31,4515,28
1/4/2022,Tuesday,1,2022,2289352,45,1082360,53,17909,63,733369,84,104247,34,81978,30,4795,29
1/5/2022,Wednesday,1,2022,2267942,44,1078511,53,18861,67,709060,82,98251,33,77579,29,4659,28
1/6/2022,Thursday,1,2022,2391176,46,1146904,56,18672,66,780026,90,103562,34,82567,31,4909,30
1/7/2022,Friday,1,2022,2121941,41,880997,43,14203,50,559774,64,90207,30,73067,27,3628,22
1/8/2022,Saturday,1,2022,1486065,55,631341,53,9126,63,641533,84,51707,53,46428,36,1672,41
1/9/2022,Sunday,1,2022,1102472,53,475438,52,7916,59,567494,83,43383,52,35309,39,1210,44
1/10/2022,Monday,1,2022,2347323,46,1147341,56,18268,65,762712,88,116463,39,90220,34,4954,30
1/11/2022,Tuesday,1,2022,2266378,44,1040581,51,17388,61,753381,87,104378,35,81438,30,4655,28
1/12/2022,Wednesday,1,2022,2459224,48,1179931,58,19679,70,784901,90,111022,37,86050,32,5024,31
1/13/2022,Thursday,1,2022,2524197,49,1218552,60,19918,70,821641,95,112519,37,87672,33,5132,31
1/14/2022,Friday,1,2022,2522972,49,1186647,58,18878,67,866901,100,109199,36,88634,33,4774,29
1/15/2022,Saturday,1,2022,1434676,53,573037,48,9510,66,703293,92,53410,55,45309,35,1449,35
1/16/2022,Sunday,1,2022,1165626,56,456257,50,8545,63,621361,91,43578,53,38025,42,1140,42
1/17/2022,Monday,1,2022,1600048,77,694066,76,8760,65,649397,95,98738,119,44075,49,2190,80
1/18/2022,Tuesday,1,2022,2541044,49,1222195,60,19389,69,815605,94,125615,42,100364,37,5381,33
1/19/2022,Wednesday,1,2022,2642129,51,1286788,63,21111,75,829778,95,121249,40,96281,36,5598,34
1/20/2022,Thursday,1,2022,2545486,49,1181953,58,18616,66,766608,88,112595,37,88196,33,5031,31
1/21/2022,Friday,1,2022,2565781,50,1151816,56,19079,67,864079,99,113474,38,91079,34,4748,29
1/22/2022,Saturday,1,2022,1583650,58,655490,55,10455,72,735629,96,59412,61,53737,41,1642,40
1/23/2022,Sunday,1,2022,1245716,60,529115,58,9446,70,685007,100,48672,59,43647,48,1245,45
1/24/2022,Monday,1,2022,2536827,49,1244112,61,19472,69,791390,91,127750,42,100520,37,5188,32
1/25/2022,Tuesday,1,2022,2701246,53,1308979,64,21233,75,817021,94,124499,41,98859,37,5625,34
1/26/2022,Wednesday,1,2022,2711803,53,1266798,62,21033,74,833936,96,118625,39,96253,36,5197,32
1/27/2022,Thursday,1,2022,2724979,53,1275573,62,20934,74,869615,100,119039,39,95748,36,5271,32
1/28/2022,Friday,1,2022,2703403,53,1208092,59,20115,71,866261,100,120912,40,96409,36,4994,30
1/29/2022,Saturday,1,2022,999347,37,271959,23,5353,37,174348,23,8142,8,22016,17,852,21
1/30/2022,Sunday,1,2022,1262477,60,460299,50,5974,44,506466,74,47852,58,45002,50,1233,45
1/31/2022,Monday,1,2022,2575762,50,1139164,56,18400,65,777628,89,132248,44,109718,41,4968,30
2/1/2022,Tuesday,2,2022,2635083,49,1127084,52,20357,69,804390,91,135255,45,111424,41,4993,31
2/2/2022,Wednesday,2,2022,2940152,54,1314898,61,22427,76,846701,96,140059,46,110996,41,5830,36
2/3/2022,Thursday,2,2022,2914198,54,1304726,61,22325,76,853193,97,126901,42,104093,39,5750,36
2/4/2022,Friday,2,2022,2725725,50,1176367,55,18557,63,781068,88,117899,39,94290,35,5072,31
2/5/2022,Saturday,2,2022,1792780,63,726750,57,11377,70,775134,93,61201,65,61496,47,1835,43
2/6/2022,Sunday,2,2022,1323892,60,558211,57,10621,63,744779,99,51472,66,48395,53,1388,49
2/7/2022,Monday,2,2022,2784230,51,1297024,60,21120,72,809094,92,136455,45,111297,41,5711,35
2/8/2022,Tuesday,2,2022,3016648,56,1387432,64,22667,77,851665,96,141653,47,119190,44,6254,39
2/9/2022,Wednesday,2,2022,3088775,57,1421706,66,23863,81,868057,98,143673,47,115341,43,6297,39
2/10/2022,Thursday,2,2022,3112489,57,1423775,66,23341,79,905812,103,143062,47,115707,43,6362,39
2/11/2022,Friday,2,2022,3015472,56,1348189,63,22608,77,939270,106,131038,43,110674,41,5570,34
2/12/2022,Saturday,2,2022,2026308,71,820629,65,13376,82,867255,104,71709,77,71813,55,2295,54
2/13/2022,Sunday,2,2022,1349864,62,510307,52,10013,59,655107,87,50534,65,46395,51,1322,47
2/14/2022,Monday,2,2022,2907825,54,1272100,59,20812,71,862473,98,142507,47,113260,42,5803,36
2/15/2022,Tuesday,2,2022,3030742,56,1340123,62,21922,74,873240,99,146607,48,119034,44,6447,40
2/16/2022,Wednesday,2,2022,3100639,57,1406714,65,23513,80,875377,99,140431,46,115325,43,6337,39
2/17/2022,Thursday,2,2022,3109956,57,1408571,65,23713,81,911310,103,141226,47,115718,43,6527,40
2/18/2022,Friday,2,2022,2953785,54,1285978,60,21470,73,947650,107,129403,43,112030,42,5677,35
2/19/2022,Saturday,2,2022,1792136,62,723602,57,12171,75,813140,98,64696,69,66545,51,2108,49
2/20/2022,Sunday,2,2022,1477125,67,571789,59,11017,65,768971,102,55015,70,54863,60,1517,54
2/21/2022,Monday,2,2022,1942267,89,873961,89,12500,74,816227,108,109882,141,63892,70,2781,99
2/22/2022,Tuesday,2,2022,2669508,49,1143526,53,19233,65,846877,96,135406,45,112764,42,5767,36
2/23/2022,Wednesday,2,2022,2894245,53,1247209,58,23807,81,892767,101,140229,46,119188,44,6116,38
2/24/2022,Thursday,2,2022,2858146,53,1196924,56,21868,74,911720,103,132496,44,110395,41,5879,36
2/25/2022,Friday,2,2022,2575630,47,1027563,48,18740,64,794852,90,114658,38,90953,34,4544,28
2/26/2022,Saturday,2,2022,1824833,64,775358,61,12226,75,847294,102,71783,77,61573,47,2012,47
2/27/2022,Sunday,2,2022,1403227,64,604646,62,11337,67,802377,106,62913,81,51604,57,1523,54
2/28/2022,Monday,2,2022,2915786,54,1362855,63,21929,75,859177,97,134902,45,118572,44,6170,38
3/1/2022,Tuesday,3,2022,3138181,56,1435834,64,22944,77,873348,95,165769,53,150787,55,6655,42
3/2/2022,Wednesday,3,2022,3208166,58,1463263,65,24289,82,896503,97,159238,51,140945,51,6680,42
3/3/2022,Thursday,3,2022,3207495,58,1434851,64,23800,80,923154,100,152883,49,132506,48,6674,42
3/4/2022,Friday,3,2022,3077537,55,1363159,61,22821,77,957694,104,145518,46,125143,45,5807,36
3/5/2022,Saturday,3,2022,1955535,64,812774,61,13269,78,865292,99,69010,64,70427,52,2116,42
3/6/2022,Sunday,3,2022,1444501,63,600501,60,12557,71,787598,98,53034,61,52874,56,1550,49
3/7/2022,Monday,3,2022,2980920,54,1395540,62,22465,76,861409,93,153907,49,129784,47,6161,39
3/8/2022,Tuesday,3,2022,3244473,58,1456451,65,24076,81,894132,97,158652,51,138811,50,6923,43
3/9/2022,Wednesday,3,2022,3113559,56,1338822,60,23477,79,832720,90,153393,49,129056,47,6200,39
3/10/2022,Thursday,3,2022,3339363,60,1476288,66,24515,82,945191,103,163931,52,140107,51,6914,43
3/11/2022,Friday,3,2022,3195956,57,1419371,63,23736,80,986555,107,158985,51,135371,49,6150,39
3/12/2022,Saturday,3,2022,1663893,54,637601,48,10655,63,669502,77,51679,48,59927,44,1748,35
3/13/2022,Sunday,3,2022,1479406,65,590753,59,11491,65,792377,98,59964,69,57548,61,1524,48
3/14/2022,Monday,3,2022,3008800,54,1406578,63,22480,76,879699,95,159962,51,134093,49,6416,40
3/15/2022,Tuesday,3,2022,3275906,59,1454522,65,24272,82,906028,98,171406,55,146786,53,7287,46
3/16/2022,Wednesday,3,2022,3332335,60,1476356,66,25305,85,914284,99,168768,54,145085,53,7009,44
3/17/2022,Thursday,3,2022,3175784,57,1350810,60,22946,77,888875,96,166884,53,135727,49,6768,42
3/18/2022,Friday,3,2022,3275433,59,1402806,63,24019,81,978491,106,163169,52,137528,50,6288,39
3/19/2022,Saturday,3,2022,2001839,65,820933,62,12877,76,872810,100,74087,69,73974,54,2050,40
3/20/2022,Sunday,3,2022,1656673,72,628693,63,12736,72,879711,109,67551,78,63818,68,1722,55
3/21/2022,Monday,3,2022,3034759,55,1418900,63,22229,75,880846,96,165487,53,134182,49,6367,40
3/22/2022,Tuesday,3,2022,3276940,59,1471299,66,23948,81,891089,97,168328,54,144765,53,7082,44
3/23/2022,Wednesday,3,2022,3275708,59,1438665,64,24574,83,891509,97,161202,51,138873,50,6540,41
3/24/2022,Thursday,3,2022,3212181,58,1373850,61,22998,77,900384,98,162392,52,134129,49,6513,41
3/25/2022,Friday,3,2022,3218970,58,1397899,62,23274,78,967743,105,158528,51,133368,48,6075,38
3/26/2022,Saturday,3,2022,2024596,66,783499,59,13208,78,875353,101,71809,67,73933,54,2154,43
3/27/2022,Sunday,3,2022,1534056,67,628313,63,11809,67,830360,103,64950,75,58044,62,1602,51
3/28/2022,Monday,3,2022,2989874,54,1336330,60,22114,74,868259,94,153222,49,130886,47,6096,38
3/29/2022,Tuesday,3,2022,3291883,59,1430099,64,23981,81,886086,96,163218,52,143870,52,6900,43
3/30/2022,Wednesday,3,2022,3336073,60,1465351,65,24620,83,913063,99,164882,53,143216,52,6920,43
3/31/2022,Thursday,3,2022,3323135,60,1450363,65,24308,82,941530,102,164074,52,139602,51,6890,43
4/1/2022,Friday,4,2022,3237107,58,1411421,65,24017,83,972802,103,145251,47,120557,42,5972,37
4/2/2022,Saturday,4,2022,2128435,67,879513,66,14382,86,893814,98,77205,68,80471,54,2484,49
4/3/2022,Sunday,4,2022,1463932,60,607152,61,12947,69,790600,91,58819,64,53761,52,1419,43
